gene_id,gene_name,gene_length,twoD_1,twoD_2,twoD_3,twoD_4,dynamic_2,dynamic_3,dynamic_4,dynamic_5,static_1,static_2,static_4,static_5
ENSBTAG00000006587,ZNF367,1830,46,95,59,48,73,94,80,66,101,125,111,84
ENSBTAG00000011586,HABP4,2729,6,18,38,101,2,163,40,80,32,44,14,11
ENSBTAG00000011589,CDC14B,4597,166,89,68,65,166,485,143,159,120,187,156,88
ENSBTAG00000020749,PRXL2C,2955,328,216,164,82,206,734,446,298,215,99,286,315
ENSBTAG00000037600,NA,393,2,7,23,10,14,74,9,40,5,17,6,17
ENSBTAG00000008836,ZNF782,2392,38,15,30,63,17,22,12,6,19,14,10,18
ENSBTAG00000053269,NA,1255,8,4,8,18,6,30,10,18,2,6,15,5
ENSBTAG00000017077,CTSV,2275,299,83,170,277,249,1330,193,314,225,140,256,213
ENSBTAG00000042241,RF00026,93,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000009764,NA,3825,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000031682,ZNF484,2903,54,17,1,2,67,131,0,23,30,7,0,14
ENSBTAG00000000974,IARS,4403,1826,464,837,1667,992,1199,825,1232,2130,1076,946,496
ENSBTAG00000045203,RF01229,133,1,2,1,0,0,0,0,0,0,0,0,0
ENSBTAG00000018613,NOL8,4271,3693,1877,1038,563,1290,1557,928,1429,3337,2937,2394,1809
ENSBTAG00000011814,CENPP,1157,2150,1325,1637,2306,1075,418,1382,958,2053,786,2570,1214
ENSBTAG00000052939,RF00026,107,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000011824,OGN,2434,43,6,17,6,2,2,13,19,5,17,17,4
ENSBTAG00000011836,OMD,1727,0,1,0,0,4,0,1,1,0,0,5,0
ENSBTAG00000011847,ASPN,2362,23,9,6,30,10,2,3,4,4,9,25,6
ENSBTAG00000024081,ECM2,2367,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000044906,RF00494,76,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000011859,IPPK,4301,51,89,45,66,85,216,71,37,87,22,44,40
ENSBTAG00000046549,BICD2,4575,99,105,83,156,114,222,156,178,194,89,158,69
ENSBTAG00000052048,NA,1034,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000006939,FGD3,2971,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000000181,SUSD3,1579,558,451,313,333,365,138,295,250,362,165,401,524
ENSBTAG00000011202,CARD19,1898,34,130,93,62,108,423,7,75,34,10,73,135
ENSBTAG00000043233,RF00443,127,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000011204,NINJ1,1125,139,1125,519,192,730,341,308,229,208,69,816,1418
ENSBTAG00000008301,WNK2,7011,36,19,19,32,19,49,37,18,6,21,9,18
ENSBTAG00000053956,RF00416,134,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000051870,RF00560,124,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000008696,FAM120A,5496,2081,678,454,979,1046,1918,1280,1729,1848,1885,774,470
ENSBTAG00000051977,NA,1264,0,0,0,0,0,0,0,0,0,1,0,0
ENSBTAG00000012922,PHF2,4353,30,41,1,5,28,79,58,36,21,27,4,34
ENSBTAG00000050999,NA,1179,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000050528,NA,189,1,0,0,0,1,0,0,1,0,1,0,0
ENSBTAG00000009073,NA,234,52,60,185,93,87,38,33,13,82,38,66,119
ENSBTAG00000004468,BARX1,1393,124,59,11,14,59,54,15,72,32,32,58,56
ENSBTAG00000005803,PTPDC1,4168,134,91,43,16,174,83,71,42,154,115,57,63
ENSBTAG00000029981,MIRLET7A1,94,0,0,0,0,0,0,0,0,3,2,0,0
ENSBTAG00000029935,MIRLET7F1,110,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000029853,bta-let-7d,87,0,0,0,0,1,7,0,1,0,0,1,0
ENSBTAG00000052693,NA,1117,0,3,0,0,0,0,3,0,0,0,1,1
ENSBTAG00000053658,NA,312,0,2,0,0,3,3,0,0,0,0,3,1
ENSBTAG00000005017,ZNF169,1473,5,33,20,71,21,62,23,17,97,2,52,8
ENSBTAG00000031359,NA,4032,0,0,6,0,0,0,0,0,0,0,0,1
ENSBTAG00000004778,NA,1083,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000002220,SPTLC1,2652,5087,1232,1450,2990,1480,2378,2623,2594,3992,3045,2469,1214
ENSBTAG00000005092,ROR2,4006,0,11,2,16,27,160,3,23,10,3,10,17
ENSBTAG00000054391,NA,294,0,0,1,7,0,0,0,1,0,0,2,0
ENSBTAG00000047649,AUH,943,1097,536,331,479,421,530,382,622,633,343,945,439
ENSBTAG00000004767,SYK,3412,0,0,2,7,0,0,1,1,0,0,20,0
ENSBTAG00000014523,DIRAS2,2243,1951,2689,1558,1027,1908,2186,2031,2508,1999,2065,2805,3620
ENSBTAG00000045054,RF00548,131,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000055211,NA,1203,3,10,3,1,12,11,6,16,1,12,25,8
ENSBTAG00000053688,NA,1017,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000046877,RF00001,119,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000003033,GADD45G,1330,3,50,6,0,7,64,13,12,0,9,28,32
ENSBTAG00000001941,SEMA4D,6306,621,302,235,334,418,481,329,338,379,327,278,181
ENSBTAG00000001939,SECISBP2,2987,5653,6140,2289,607,3113,2322,1442,1956,3047,1201,5926,5129
ENSBTAG00000001938,CKS2,781,146777,81713,101417,97103,86612,47147,31381,46948,98390,54114,100869,103904
ENSBTAG00000011375,SHC3,1752,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000011374,S1PR3,3724,0,0,0,0,0,6,0,0,2,0,0,0
ENSBTAG00000045152,RF00006,96,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000043835,RF00001,98,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000052296,NA,270,0,0,0,0,0,0,0,0,0,0,1,0
ENSBTAG00000019958,NXNL2,1645,303,150,12,41,87,180,93,108,64,29,172,65
ENSBTAG00000003044,SPIN1,4559,212,105,83,230,153,1755,220,659,211,219,159,88
ENSBTAG00000051928,NA,258,0,0,0,0,0,0,5,0,0,0,0,0
ENSBTAG00000054632,NA,246,0,0,0,2,0,0,0,0,0,0,0,0
ENSBTAG00000015171,CDK20,2364,1,41,7,40,5,224,14,54,30,34,24,33
ENSBTAG00000025756,FBXW12,1871,33,91,29,114,68,67,45,68,56,48,79,52
ENSBTAG00000021235,NA,2196,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000052146,MSANTD3,1957,56,91,105,91,81,66,70,35,149,73,110,87
ENSBTAG00000021991,TMEFF1,2059,933,116,261,781,180,426,267,418,569,614,331,122
ENSBTAG00000021992,CAVIN4,3309,26,11,9,22,19,36,7,5,35,13,6,3
ENSBTAG00000003137,PLPPR1,2357,1352,660,1045,1558,351,326,166,424,731,229,920,590
ENSBTAG00000051888,RF00001,119,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000025760,NA,3598,2081,741,1338,2218,1142,3092,2594,3060,3143,3421,1353,916
ENSBTAG00000008962,MRPL50,812,100,172,265,710,218,1371,140,355,377,151,194,195
ENSBTAG00000015348,ZNF189,1863,15,3,9,28,28,110,2,38,30,4,2,23
ENSBTAG00000015358,ALDOB,3839,0,5,30,1,12,196,2,12,3,13,35,11
ENSBTAG00000020844,TMEM246,5281,0,3,1,38,10,145,3,1,15,1,1,1
ENSBTAG00000009516,RNF20,3932,4061,1532,641,1118,408,1646,1536,804,983,1956,1354,811
ENSBTAG00000018445,GRIN3A,4030,5,7,15,0,0,0,0,0,0,0,0,0
ENSBTAG00000050971,NA,336,1,4,4,0,4,0,0,0,3,0,2,5
ENSBTAG00000030953,NA,378,0,0,0,0,1,0,0,0,0,0,0,0
ENSBTAG00000015608,CYLC2,1404,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000042843,RF00026,104,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000008772,SMC2,4009,30396,11382,5205,5166,5344,6376,4887,4929,15437,12971,19014,10872
ENSBTAG00000047350,NA,2193,12,1,5,1,0,2,0,0,0,0,1,1
ENSBTAG00000013445,NA,996,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000050829,NA,942,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000052864,NA,957,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000053491,NA,957,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000016173,NA,948,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000050464,NA,957,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000000145,NA,954,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000052019,NA,957,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000036012,OR13C3,1032,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000049256,NA,930,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000049056,OR13C8,963,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000048409,NA,963,0,0,0,0,0,1,0,0,0,0,0,0
ENSBTAG00000006901,NIPSNAP3A,1905,157,42,220,857,35,281,31,209,181,0,89,89
ENSBTAG00000020661,ABCA1,7427,90,52,244,416,66,8,80,33,143,38,80,91
ENSBTAG00000007163,SLC44A1,2660,62,41,28,72,58,68,73,39,119,120,102,28
ENSBTAG00000013420,FSD1L,2314,393,184,67,121,143,169,133,95,310,218,314,222
ENSBTAG00000010247,FKTN,1444,49,27,34,48,12,61,37,22,12,33,30,16
ENSBTAG00000045852,TAL2,318,0,0,10,0,0,1,0,0,0,0,0,0
ENSBTAG00000046079,NA,978,17,35,19,12,32,24,13,22,5,15,44,22
ENSBTAG00000034867,TMEM38B,1489,2543,1341,2016,1642,1458,819,740,950,1748,716,2430,1467
ENSBTAG00000044790,RF00026,105,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000045377,RF00156,126,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000019187,ZNF462,9960,2455,1046,756,729,1309,1260,922,1059,1385,1697,1405,961
ENSBTAG00000001926,RAD23B,3042,1204,468,548,1507,599,1136,982,1178,1185,1811,718,370
ENSBTAG00000054995,NA,1009,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000020355,KLF4,3107,66,22,104,263,68,116,119,305,144,352,98,43
ENSBTAG00000049647,NA,453,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000053678,NA,3426,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000043059,RF00026,101,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000048201,RF00026,108,0,0,0,0,1,0,0,0,0,0,0,0
ENSBTAG00000000885,NA,963,3,1,1,1,0,2,2,0,2,3,2,0
ENSBTAG00000019467,ACTL7B,1407,13,20,112,42,4,3,2,5,23,10,9,31
ENSBTAG00000019468,ACTL7A,1520,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000004991,ELP1,4715,107,93,80,40,34,44,115,52,160,105,136,70
ENSBTAG00000004996,ABITRAM,1503,3418,1484,1014,872,1163,937,583,554,2705,268,2174,1380
ENSBTAG00000004997,CTNNAL1,3175,11181,8849,3951,3449,5397,5763,5856,6621,5931,6018,5587,8441
ENSBTAG00000051855,NA,219,11,2,6,0,1,10,15,14,11,10,0,4
ENSBTAG00000038794,TMEM245,3078,23,38,42,45,22,11,32,29,99,35,142,38
ENSBTAG00000029778,bta-mir-32,70,0,0,0,0,0,0,0,2,0,0,0,0
ENSBTAG00000047947,RF00017,300,0,13,12,7,13,19,3,1,7,10,8,11
ENSBTAG00000050794,NA,77,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000017936,FRRS1L,1032,130,53,198,319,139,79,92,116,164,202,261,66
ENSBTAG00000017063,EPB41L4B,2812,2037,1100,1710,1588,1661,995,1153,844,3390,981,2799,1575
ENSBTAG00000048854,NA,183,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000018841,PTPN3,4662,828,1185,511,117,587,554,833,732,1104,610,1085,1053
ENSBTAG00000045486,RF00004,118,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000014471,PALM2,8760,300,229,90,188,307,1934,124,314,280,137,154,176
ENSBTAG00000043348,RF00026,103,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000003240,C8H9orf152,1973,0,4,7,0,1,0,3,1,0,0,0,0
ENSBTAG00000002953,TXN,600,181,137,352,520,422,1848,220,918,242,206,273,217
ENSBTAG00000049270,NA,402,0,0,0,0,0,22,0,0,0,0,4,0
ENSBTAG00000010535,TXNDC8,427,0,1,1,0,0,0,0,0,0,0,1,2
ENSBTAG00000020243,SVEP1,10689,41,64,59,28,39,51,46,55,51,15,42,31
ENSBTAG00000043730,RF00001,124,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000002744,MUSK,2586,189,219,288,194,141,184,186,153,257,194,257,341
ENSBTAG00000009654,LPAR1,4055,0,2,5,31,16,1,1,0,3,15,1,2
ENSBTAG00000043478,RF00056,133,0,0,0,0,3,0,0,0,0,0,0,0
ENSBTAG00000044489,bta-mir-2285n-5,81,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000050421,NA,502,83,95,239,88,42,121,81,35,296,136,90,192
ENSBTAG00000010686,OR2K2,951,0,0,0,0,0,0,1,0,0,0,0,0
ENSBTAG00000006712,ECPAS,6343,313,233,142,484,279,1325,368,352,392,442,293,160
ENSBTAG00000012390,ZNF483,1584,0,29,14,0,3,15,8,10,3,8,11,25
ENSBTAG00000011027,PTGR1,1260,6,18,24,170,99,416,5,104,69,13,126,81
ENSBTAG00000030960,DNAJC25,1447,33,58,22,42,65,773,19,57,20,34,50,59
ENSBTAG00000009087,GNG10,1242,4768,1937,3470,3878,2415,5412,3347,3795,5696,3097,5185,3064
ENSBTAG00000044004,SHOC1,4638,0,0,5,0,0,0,0,0,0,23,0,2
ENSBTAG00000053723,bta-mir-7863,57,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000016073,UGCG,1635,80,23,21,35,113,191,57,126,180,219,53,50
ENSBTAG00000036542,RF00001,107,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000004813,SUSD1,2262,0,1,3,0,0,0,0,0,0,3,24,0
ENSBTAG00000052536,RF00026,107,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000016750,PTBP3,2411,28,55,42,25,55,272,41,16,75,49,35,40
ENSBTAG00000038335,NA,1385,51,86,114,152,94,226,105,77,57,86,71,102
ENSBTAG00000031295,HSDL2,1904,192,116,116,307,103,252,96,162,268,172,263,199
ENSBTAG00000016259,KIAA1958,3320,507,654,243,153,383,264,287,364,212,206,430,410
ENSBTAG00000019275,INIP,469,4387,3605,4232,5691,3516,2497,2583,2163,3884,2832,8240,3609
ENSBTAG00000044070,SNX30,2353,107,135,225,207,83,89,103,94,142,149,84,80
ENSBTAG00000013670,SLC46A2,2284,199,69,101,44,23,6,46,23,207,60,153,37
ENSBTAG00000051753,NA,1340,10,20,306,63,44,10,21,12,57,53,27,50
ENSBTAG00000018481,NA,831,0,0,0,0,0,1,0,6,0,0,1,0
ENSBTAG00000047990,NA,1123,0,0,6,0,0,21,0,0,0,0,7,0
ENSBTAG00000045868,ZFP37,2415,56,8,19,0,8,30,7,11,11,13,36,37
ENSBTAG00000055266,NA,515,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000005115,SLC31A2,1414,149,180,133,40,58,222,110,119,82,107,158,193
ENSBTAG00000005116,FKBP15,4224,24,105,25,148,38,3,90,50,69,162,52,86
ENSBTAG00000021678,SLC31A1,4852,317,297,211,237,303,848,350,370,552,366,326,230
ENSBTAG00000014430,CDC26,807,9068,2623,4148,7496,2839,4285,2609,3336,6697,3765,5079,2897
ENSBTAG00000004571,PRPF4,2294,737,1040,948,1295,420,550,511,414,431,660,753,863
ENSBTAG00000004572,RNF183,2132,0,0,7,0,0,0,0,0,0,0,0,0
ENSBTAG00000005884,WDR31,1614,151,211,477,147,170,111,114,95,82,85,370,225
ENSBTAG00000055315,NA,1278,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000044155,BSPRY,1273,10,25,26,9,15,34,26,4,0,5,10,10
ENSBTAG00000000250,HDHD3,1618,3,23,27,51,19,71,4,2,8,9,20,27
ENSBTAG00000000251,ALAD,1208,9,182,852,308,136,552,51,59,31,63,151,214
ENSBTAG00000000252,POLE3,1904,907,703,345,288,359,1345,588,592,804,569,747,673
ENSBTAG00000009596,C8H9orf43,1669,36,69,17,6,23,2,36,28,31,12,94,45
ENSBTAG00000043406,RF00139,132,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000004499,RGS3,3654,3,27,43,2,15,83,21,28,5,0,5,27
ENSBTAG00000025659,ZNF618,3589,220,243,24,41,82,148,187,102,54,116,104,86
ENSBTAG00000015685,KIF12,4290,1,1,0,1,0,0,2,0,0,0,0,0
ENSBTAG00000052610,NA,509,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000019807,COL27A1,7875,12,15,8,0,2,49,15,16,1,17,4,16
ENSBTAG00000029902,MIR455,113,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000017294,ORM1,1191,0,13,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000017306,AKNA,5883,0,0,0,0,0,13,0,3,0,0,12,0
ENSBTAG00000010107,WHRN,4301,3,11,5,1,14,10,11,0,4,7,0,1
ENSBTAG00000055109,RF00416,134,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000050529,RF00560,124,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000000203,ATP6V1G1,1492,2595,1866,3568,3599,2207,7064,2577,2628,3248,1335,3234,2371
ENSBTAG00000000204,TMEM268,2357,28,15,9,0,22,220,10,57,23,6,0,8
ENSBTAG00000018069,TNFSF15,1335,0,0,0,0,0,0,0,4,0,0,0,0
ENSBTAG00000025782,TNFSF8,2952,35,13,2,0,10,38,3,0,29,12,57,35
ENSBTAG00000049826,NA,1111,0,0,0,1,0,0,0,0,0,0,0,0
ENSBTAG00000051432,NA,391,0,0,0,0,0,0,1,0,0,0,0,0
ENSBTAG00000000575,TNC,8105,67,16,10,245,160,662,31,119,33,44,30,47
ENSBTAG00000055139,RF00026,107,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000044523,RF00001,83,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000004010,PAPPA,5161,0,7,4,0,4,48,0,0,1,0,0,1
ENSBTAG00000025667,ASTN2,5287,45,188,108,32,105,33,112,53,109,101,178,78
ENSBTAG00000017155,TRIM32,3120,150,175,269,548,166,279,336,186,223,327,66,118
ENSBTAG00000053221,RF00413,142,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000006240,TLR4,3716,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000054122,RF00001,119,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000015936,BRINP1,4806,2,18,4,3,32,37,9,26,0,21,0,10
ENSBTAG00000006532,CDK5RAP2,6405,97,139,82,97,79,176,97,73,73,121,54,87
ENSBTAG00000013706,MEGF9,2993,633,430,155,286,224,649,359,355,593,622,516,212
ENSBTAG00000000712,FBXW2,2082,45,66,50,67,47,97,26,74,99,31,84,59
ENSBTAG00000038486,B3GNT10,2294,1,3,0,0,0,0,0,0,0,0,0,1
ENSBTAG00000016952,PSMD5,2209,8506,4438,4027,5747,2927,4060,3710,4942,7593,4752,7068,5061
ENSBTAG00000048407,NA,3313,20,11,7,22,6,41,6,23,5,13,25,0
ENSBTAG00000016958,PHF19,3288,0,5,3,8,3,2,2,0,0,10,25,1
ENSBTAG00000003012,TRAF1,2871,0,15,22,0,13,13,2,10,1,7,22,16
ENSBTAG00000012210,C5,5423,0,37,229,173,13,17,61,24,52,50,81,42
ENSBTAG00000011417,CNTRL,1564,78,44,22,0,58,51,22,25,44,78,105,44
ENSBTAG00000051452,NA,438,29,7,0,7,5,0,45,24,0,47,4,9
ENSBTAG00000054630,NA,1176,0,0,0,0,1,0,0,0,0,0,0,0
ENSBTAG00000017803,RAB14,2959,813,261,286,994,634,2326,716,830,879,434,672,320
ENSBTAG00000019915,GSN,3286,405,304,25,272,405,2909,37,604,147,57,52,140
ENSBTAG00000038375,STOM,1802,348,211,124,263,149,214,287,176,164,250,222,245
ENSBTAG00000038489,DCDC2C,1077,20,11,13,0,14,2,13,14,7,7,1,21
ENSBTAG00000013838,ALLC,1669,223,519,579,41,479,227,273,201,283,203,838,397
ENSBTAG00000016225,COLEC11,1419,0,2,0,0,0,0,0,0,2,0,0,0
ENSBTAG00000016224,RPS7,1005,3064,1604,3224,4779,2517,8903,2828,4420,2878,3129,1527,1785
ENSBTAG00000016235,RNASEH1,1354,68,143,70,39,89,681,19,20,38,11,56,108
ENSBTAG00000005403,ADI1,2070,358,897,253,145,288,582,365,270,322,137,691,865
ENSBTAG00000008685,TRAPPC12,3333,35,14,6,9,1,4,3,4,1,1,12,6
ENSBTAG00000050681,RF01210,105,0,1,3,1,0,1,0,0,3,2,0,3
ENSBTAG00000018387,EIPR1,2341,0,73,52,41,25,121,25,24,10,7,15,26
ENSBTAG00000049154,NA,660,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000051710,NA,750,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000052608,NA,1249,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000003540,MYT1L,5620,0,0,9,0,0,0,3,0,0,0,0,0
ENSBTAG00000050986,PXDN,6153,0,0,0,0,15,83,0,0,0,0,0,1
ENSBTAG00000055050,TPO,3223,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000050783,SNTG2,1982,38,48,131,94,130,18,118,58,41,4,88,223
ENSBTAG00000050718,TMEM18,3615,49,72,174,23,98,154,102,81,89,33,52,113
ENSBTAG00000048774,ALKAL2,2035,1,0,0,0,0,0,0,1,0,0,0,1
ENSBTAG00000020498,ACP1,1538,78,185,294,407,210,715,190,202,62,86,228,214
ENSBTAG00000020495,SH3YL1,1730,1552,788,612,525,533,338,1131,1321,1483,1140,1117,604
ENSBTAG00000051168,FAM110C,948,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000012084,NA,1926,42,36,12,69,84,46,49,6,41,11,37,37
ENSBTAG00000008426,NA,159,2,17,25,21,24,9,13,11,5,12,17,23
ENSBTAG00000052137,NA,735,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000049205,NA,1676,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000052807,NA,794,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000053122,NA,794,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000051286,NA,794,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000049574,NA,794,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000050327,NA,735,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000044271,RF00026,88,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000040610,NA,939,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000037602,NA,1489,0,4,0,0,12,1,0,0,0,0,0,0
ENSBTAG00000051349,RF00001,119,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000001462,FLT4,5882,7,19,5,8,0,0,6,3,17,19,0,7
ENSBTAG00000017362,CNOT6,3519,689,190,384,536,504,983,718,919,936,975,496,240
ENSBTAG00000002215,GFPT2,2990,621,599,211,618,619,3080,251,497,453,297,686,701
ENSBTAG00000004709,MAPK9,1837,1237,587,260,385,266,602,497,321,627,694,762,407
ENSBTAG00000055156,RASGEF1C,2470,0,0,0,0,0,0,0,1,0,0,0,0
ENSBTAG00000004856,RNF130,1811,1289,373,357,677,497,971,485,611,471,542,483,436
ENSBTAG00000029777,MIR340,106,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000015611,TBC1D9B,4446,70,75,52,85,87,235,61,36,14,59,78,68
ENSBTAG00000015602,MRNIP,1400,2112,2780,1885,1188,678,369,725,181,1563,217,2914,1904
ENSBTAG00000015591,SQSTM1,2617,20961,27383,7945,7531,14033,13417,17105,10761,11968,10273,16228,24076
ENSBTAG00000052483,NA,321,0,0,2,1,0,0,1,1,2,0,1,0
ENSBTAG00000009738,MGAT4B,2479,333,482,224,47,566,244,1072,693,82,65,339,540
ENSBTAG00000009737,LTC4S,605,13,4,16,25,7,55,0,0,0,0,6,49
ENSBTAG00000050347,MAML1,5087,893,609,436,385,837,1275,920,1199,585,1315,737,468
ENSBTAG00000048270,RF00003,143,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000048107,CANX,3827,10610,5094,2498,4417,3464,8796,5449,5123,6604,5497,5575,3932
ENSBTAG00000047171,RF00026,88,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000046663,CBY3,657,0,0,9,0,0,0,0,0,0,0,7,1
ENSBTAG00000002169,NA,1038,0,0,0,0,1,0,0,0,0,0,0,0
ENSBTAG00000009389,HNRNPH1,2475,5638,1146,1136,3642,2221,8599,1793,2916,3389,2237,1932,1026
ENSBTAG00000019868,RUFY1,2417,114,129,107,164,76,76,40,43,79,69,117,183
ENSBTAG00000042803,RF00614,130,0,0,1,33,0,0,0,0,0,0,5,0
ENSBTAG00000049654,RF00026,107,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000014665,ADAMTS2,5077,8,5,4,0,4,1,0,0,0,0,0,3
ENSBTAG00000002281,ZNF354C,1532,155,22,20,131,4,27,10,29,2,12,10,9
ENSBTAG00000055301,NA,1481,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000038541,ZNF879,2587,408,269,425,710,222,191,499,531,599,574,394,366
ENSBTAG00000034973,NA,555,3,10,11,20,21,33,10,14,2,12,6,9
ENSBTAG00000016187,GRM6,2647,0,4,2,0,0,0,0,0,0,0,0,0
ENSBTAG00000004262,ZNF454,2513,14,25,23,14,8,3,13,7,74,23,24,25
ENSBTAG00000007122,ZFP2,1395,35,5,0,49,0,49,0,0,3,2,1,2
ENSBTAG00000050595,NA,724,0,5,6,71,4,45,0,0,3,0,0,6
ENSBTAG00000052690,NA,408,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000019667,RNF187,1242,27,20,8,64,58,146,25,47,8,9,11,8
ENSBTAG00000053467,HIST3H2BB,381,0,2,13,55,1,0,3,0,4,0,0,6
ENSBTAG00000037964,HIST3H2A,1509,18,13,51,94,11,22,7,1,38,12,10,25
ENSBTAG00000055153,HIST3H3,411,0,3,88,49,5,23,0,11,0,2,2,4
ENSBTAG00000018673,TRIM17,1700,0,15,4,0,0,47,1,0,0,0,0,7
ENSBTAG00000039246,TRIM11,3064,3,24,10,56,24,35,9,25,14,34,3,7
ENSBTAG00000007820,NA,555,25,15,20,14,7,10,6,5,29,10,18,23
ENSBTAG00000040028,OBSCN,3232,0,0,2,0,0,0,0,0,0,0,0,0
ENSBTAG00000051744,NA,540,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000052719,NA,549,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000049190,NA,534,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000014918,IBA57,2061,0,14,0,2,4,112,7,2,23,16,6,5
